strategy,country,index,track,CAGR,MaxDD,Calmar,Sharpe,n_trades,qualified
Seasonal Halloween Rule (Nov-Apr),Indonesia,Jakarta Composite Index,Net-Tax,0.032468,-0.385359,0.084253,0.347516,16,True
Seasonal Halloween Rule (Nov-Apr),Italy,FTSE MIB,Buy-and-Hold,0.042996,-0.466626,0.092141,0.296917,1,True
Seasonal Halloween Rule (Nov-Apr),Italy,FTSE MIB,Gross,0.063748,-0.415417,0.153456,0.45895,16,True
Seasonal Halloween Rule (Nov-Apr),Italy,FTSE MIB,Net-Discount,0.042065,-0.485233,0.08669,0.309439,16,True
Seasonal Halloween Rule (Nov-Apr),Italy,FTSE MIB,Net-Full-Service,0.03753,-0.503025,0.074609,0.283652,16,True
Seasonal Halloween Rule (Nov-Apr),Italy,FTSE MIB,Net-Tax,0.043783,-0.479167,0.091372,0.319579,16,True
Seasonal Halloween Rule (Nov-Apr),Japan,Nikkei 225,Buy-and-Hold,0.098063,-0.318137,0.308241,0.553056,1,True
Seasonal Halloween Rule (Nov-Apr),Japan,Nikkei 225,Gross,0.045422,-0.351751,0.12913,0.373132,16,True
Seasonal Halloween Rule (Nov-Apr),Japan,Nikkei 225,Net-Discount,0.032157,-0.411868,0.078077,0.275112,16,True
Seasonal Halloween Rule (Nov-Apr),Japan,Nikkei 225,Net-Full-Service,-0.026631,-0.678378,-0.039256,0.05016,16,True
Seasonal Halloween Rule (Nov-Apr),Japan,Nikkei 225,Net-Tax,0.033361,-0.403658,0.082647,0.283409,16,True
Seasonal Halloween Rule (Nov-Apr),Mexico,IPC Mexico,Buy-and-Hold,0.031736,-0.363345,0.087344,0.278882,1,True
Seasonal Halloween Rule (Nov-Apr),Mexico,IPC Mexico,Gross,0.032611,-0.314517,0.103685,0.34165,16,True
Seasonal Halloween Rule (Nov-Apr),Mexico,IPC Mexico,Net-Discount,0.024299,-0.347412,0.069943,0.260292,16,True
Seasonal Halloween Rule (Nov-Apr),Mexico,IPC Mexico,Net-Full-Service,0.019064,-0.390687,0.048795,0.212561,16,True
Seasonal Halloween Rule (Nov-Apr),Mexico,IPC Mexico,Net-Tax,0.029185,-0.316132,0.092319,0.30936,16,True
Seasonal Halloween Rule (Nov-Apr),South Korea,KOSDAQ,Buy-and-Hold,0.039449,-0.538887,0.073204,0.290485,1,True
Seasonal Halloween Rule (Nov-Apr),South Korea,KOSDAQ,Gross,0.075957,-0.381524,0.199089,0.565228,16,True
Seasonal Halloween Rule (Nov-Apr),South Korea,KOSDAQ,Net-Discount,0.072286,-0.396482,0.182318,0.52756,16,True
Seasonal Halloween Rule (Nov-Apr),South Korea,KOSDAQ,Net-Full-Service,0.06483,-0.422141,0.153574,0.461485,16,True
Seasonal Halloween Rule (Nov-Apr),South Korea,KOSDAQ,Net-Tax,0.075957,-0.381524,0.199089,0.565228,16,True
Seasonal Halloween Rule (Nov-Apr),South Korea,KOSPI,Buy-and-Hold,0.048562,-0.44008,0.110349,0.367513,1,True
Seasonal Halloween Rule (Nov-Apr),South Korea,KOSPI,Gross,0.0462,-0.357089,0.12938,0.435147,16,True
Seasonal Halloween Rule (Nov-Apr),South Korea,KOSPI,Net-Discount,0.041844,-0.374828,0.111634,0.38777,16,True
Seasonal Halloween Rule (Nov-Apr),South Korea,KOSPI,Net-Full-Service,0.033131,-0.406008,0.081603,0.305959,16,True
Seasonal Halloween Rule (Nov-Apr),South Korea,KOSPI,Net-Tax,0.0462,-0.357089,0.12938,0.435147,16,True
Seasonal Halloween Rule (Nov-Apr),Spain,IBEX 35,Buy-and-Hold,0.03156,-0.485345,0.065027,0.252355,1,True
Seasonal Halloween Rule (Nov-Apr),Spain,IBEX 35,Gross,0.036655,-0.394343,0.092952,0.317287,16,True
Seasonal Halloween Rule (Nov-Apr),Spain,IBEX 35,Net-Discount,0.020762,-0.452563,0.045877,0.206064,16,True
Seasonal Halloween Rule (Nov-Apr),Spain,IBEX 35,Net-Full-Service,0.014338,-0.511497,0.028031,0.168794,16,True
Seasonal Halloween Rule (Nov-Apr),Spain,IBEX 35,Net-Tax,0.022197,-0.452235,0.049082,0.214635,16,True
Seasonal Halloween Rule (Nov-Apr),United Kingdom,FTSE 100,Buy-and-Hold,0.027097,-0.367451,0.073744,0.249547,1,True
Seasonal Halloween Rule (Nov-Apr),United Kingdom,FTSE 100,Gross,0.038532,-0.349295,0.110313,0.392285,16,True
Seasonal Halloween Rule (Nov-Apr),United Kingdom,FTSE 100,Net-Discount,0.027663,-0.380176,0.072764,0.282914,16,True
Seasonal Halloween Rule (Nov-Apr),United Kingdom,FTSE 100,Net-Full-Service,0.016561,-0.422774,0.039173,0.188388,16,True
Seasonal Halloween Rule (Nov-Apr),United Kingdom,FTSE 100,Net-Tax,0.036811,-0.349426,0.105347,0.376203,16,True
Seasonal Halloween Rule (Nov-Apr),United Kingdom,FTSE 250,Buy-and-Hold,0.036043,-0.420804,0.085652,0.298942,1,True
Seasonal Halloween Rule (Nov-Apr),United Kingdom,FTSE 250,Gross,0.048021,-0.419689,0.11442,0.461394,16,True
Seasonal Halloween Rule (Nov-Apr),United Kingdom,FTSE 250,Net-Discount,0.0328,-0.464027,0.070685,0.308849,16,True
Seasonal Halloween Rule (Nov-Apr),United Kingdom,FTSE 250,Net-Full-Service,0.020252,-0.50613,0.040014,0.208595,16,True
Seasonal Halloween Rule (Nov-Apr),United Kingdom,FTSE 250,Net-Tax,0.042942,-0.430247,0.099808,0.407538,16,True
Seasonal Halloween Rule (Nov-Apr),United States,Dow Jones Industrial Average,Buy-and-Hold,0.090645,-0.370878,0.244406,0.599296,1,True
Seasonal Halloween Rule (Nov-Apr),United States,Dow Jones Industrial Average,Gross,0.055439,-0.370862,0.149488,0.482991,16,True
Seasonal Halloween Rule (Nov-Apr),United States,Dow Jones Industrial Average,Net-Discount,0.040763,-0.417221,0.097701,0.34096,16,True
Seasonal Halloween Rule (Nov-Apr),United States,Dow Jones Industrial Average,Net-Full-Service,0.037703,-0.431195,0.087438,0.316089,16,True
Seasonal Halloween Rule (Nov-Apr),United States,Dow Jones Industrial Average,Net-Tax,0.040858,-0.416673,0.098059,0.341815,16,True
Seasonal Halloween Rule (Nov-Apr),United States,Nasdaq Composite,Buy-and-Hold,0.144335,-0.363959,0.396568,0.752144,1,True
Seasonal Halloween Rule (Nov-Apr),United States,Nasdaq Composite,Gross,0.065021,-0.301157,0.215905,0.484554,16,True
Seasonal Halloween Rule (Nov-Apr),United States,Nasdaq Composite,Net-Discount,0.048391,-0.349419,0.13849,0.349629,16,True
Seasonal Halloween Rule (Nov-Apr),United States,Nasdaq Composite,Net-Full-Service,0.045634,-0.362082,0.126033,0.330775,16,True
Seasonal Halloween Rule (Nov-Apr),United States,Nasdaq Composite,Net-Tax,0.048479,-0.349023,0.1389,0.350285,16,True
Seasonal Halloween Rule (Nov-Apr),United States,S&P 500,Buy-and-Hold,0.109658,-0.339263,0.323223,0.681481,1,True
Seasonal Halloween Rule (Nov-Apr),United States,S&P 500,Gross,0.062402,-0.33925,0.183942,0.525395,16,True
Seasonal Halloween Rule (Nov-Apr),United States,S&P 500,Net-Discount,0.047727,-0.380489,0.125436,0.380545,16,True
Seasonal Halloween Rule (Nov-Apr),United States,S&P 500,Net-Full-Service,0.044945,-0.390281,0.115161,0.35685,16,True
Seasonal Halloween Rule (Nov-Apr),United States,S&P 500,Net-Tax,0.047815,-0.380081,0.125802,0.381371,16,True
